prolific_id,id,pe.smoothed_derived,utt.standardized,RT.pe,pe_task,custom_response,RT.uc,cost.uc,uc_task,education,gender,age,timeSpent
5ee454ad40c72e152991826e,independent_hh,9.99996000016e-7,neither block falls,13934,0,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.67999928000288,blue falls,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.92999828000688,green falls,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.32000071999712004,blue does not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.07000171999312005,green does not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.8970576557127774,if blue falls green falls,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.9999968750195312,if blue does not fall green falls,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.6559136431964663,if green falls blue falls,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.9999857146938659,if green does not fall blue falls,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.10294234428722271,if blue falls green does not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,3.1249804688720696e-6,if blue does not fall green does not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.3440863568035338,if green falls blue does not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,1.4285306134110452e-5,if green does not fall blue does not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.67999928000288,blue might fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.32000071999712004,blue might not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.92999828000688,green might fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hh,0.07000171999312005,green might not fall,13934,NA,,19957,5,the green block falls but the blue block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.3861380747006943,blue falls but green does not fall,27182,0.39,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.16831715517958348,green falls but blue does not fall,27182,0.17,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.05940669541902805,both blocks fall,27182,0.06,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.3861380747006943,neither block falls,27182,0.39,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.4455447701197223,blue falls,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.22772385059861153,green falls,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.5544552298802777,blue does not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.7722761494013886,green does not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.1333349629557202,if blue falls green falls,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.30357213009953543,if blue does not fall green falls,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.2608716445943948,if green falls blue falls,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.5,if green does not fall blue falls,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.8666650370442798,if blue falls green does not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.6964278699004647,if blue does not fall green does not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.7391283554056052,if green falls blue does not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.5,if green does not fall blue does not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.4455447701197223,blue might fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.5544552298802777,blue might not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.22772385059861153,green might fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ul,0.7722761494013886,green might not fall,27182,NA,,9420,3,the blue block might fall,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.43999924000304,blue falls but green does not fall,14013,0.44,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.11000055999776003,green falls but blue does not fall,14013,0.11,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.41999932000272,both blocks fall,14013,0.42,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.030000879996480018,neither block falls,14013,0.03,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
