id,param,val
if1,a1,0.7362739584175371
if1,a2,0.15701471685401147
if1,b1,0.21458697709448638
if1,b2,0.2909715057584239
if1,cn,0.09241173888959328
if1,marg_a,0.29007037317725226
if1,marg_b,0.22039555648674702
if2,a1,0.3545269062906242
if2,a2,0.1846200211911686
if2,b1,0.23046278647497198
if2,b2,0.4844508294234906
if2,cn,0.8383712536065849
if2,marg_a,0.513616484413951
if2,marg_b,0.21911475899245492
