id,param,val
independent,cn,0.06921700750382165
independent,pa_a,0.32700645460162603
independent,pa_b,0.22284898478946324
independent,pc_a,0.3402972298397122
independent,pc_b,0.23402693581101808
independent,sigma,0.04029092985697047
